Make,Model,Condition,Price,Year,Body_Type,Fuel_Type,Enginer_Size,Fuel_Consumption,Acceleration,GearBox,DriveTrain,CO2_Emissions,Doors,Seats,Annual_Tax
AUDI,S5,Used,14995,2007,Coupe,Petrol,4.2L,23.3 mpg,5.1,Manual,quattro,288,3 doors,4 seats,555
AUDI,S5,Used,14990,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,
AUDI,S5,Used,14950,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,14950,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,13990,2010,Hatchback,Petrol,3.0L,30.1 mpg,5.4,Automatic,quattro,219,5 doors,4 seats,
AUDI,S5,Used,13900,2012,Coupe,Petrol,3.0L,34.9 mpg,4.9,Automatic,quattro,190,3 doors,4 seats,290
AUDI,S5,Used,13990,2011,Hatchback,Petrol,3.0L,34.9 mpg,5.1,Automatic,quattro,190,5 doors,4 seats,290
AUDI,S5,Used,13490,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,13472,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,13400,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,
AUDI,S5,Used,13290,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,14000,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,14495,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,14500,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,3 doors,4 seats,540
AUDI,S5,Used,14750,2007,Coupe,Petrol,4.2L,23.3 mpg,5.1,Manual,quattro,288,3 doors,4 seats,
AUDI,S5,Used,14480,2010,Hatchback,Petrol,3.0L,30.1 mpg,5.4,Automatic,quattro,219,5 doors,4 seats,315
AUDI,S5,Used,14950,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,14000,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,14000,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,14900,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,
AUDI,S5,Used,9995,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9991,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9995,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,9995,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,10000,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,9500,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9500,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,10900,2010,Hatchback,Petrol,3.0L,30.1 mpg,5.4,Automatic,quattro,219,5 doors,4 seats,315
AUDI,S5,Used,10995,2007,Coupe,Petrol,4.2L,22.8 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,10450,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,10250,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,10000,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,10980,2007,Coupe,Petrol,4.2L,22.8 mpg,5.1,Manual,quattro,288,3 doors,4 seats,555
AUDI,S5,Used,9975,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,10350,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,10190,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,10250,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,10940,2007,Coupe,Petrol,4.2L,22.8 mpg,5.1,Manual,quattro,288,3 doors,4 seats,555
AUDI,S5,Used,14950,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,12500,2010,Hatchback,Petrol,3.0L,30.1 mpg,5.4,Automatic,quattro,219,5 doors,4 seats,
AUDI,S5,Used,12990,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,12750,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,12671,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,12500,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,12430,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,12495,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,12000,2010,Hatchback,Petrol,3.0L,30.1 mpg,5.4,Automatic,quattro,219,5 doors,4 seats,315
AUDI,S5,Used,12195,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,
AUDI,S5,Used,9490,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9000,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,7990,2007,Coupe,Petrol,4.2L,22.8 mpg,5.1,Manual,quattro,288,3 doors,4 seats,555
AUDI,S5,Used,12495,2009,Convertible,Petrol,3.0L,29.1 mpg,5.4,Automatic,quattro,224,2 doors,4 seats,315
AUDI,S5,Used,6995,2007,Coupe,Petrol,4.2L,26.2 mpg,5.4,Automatic,quattro,256,2 doors,4 seats,555
AUDI,S5,Used,6995,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9500,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,7850,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,
AUDI,S5,Used,9500,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,8795,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9350,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9490,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9250,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9000,2007,Coupe,Petrol,4.2L,22.7 mpg,5.1,Manual,quattro,298,3 doors,4 seats,555
AUDI,S5,Used,9150,2007,Coupe,Petrol,4.2L,22.8 mpg,5.1,Manual,quattro,288,3 doors,4 seats,
AUDI,S6 SALOON,Used,6950,2006,Saloon,Petrol,5.2L,21.1 mpg,5.2,Automatic,quattro,319,4 doors,5 seats,555
AUDI,S4 CABRIOLET,Used,6950,2005,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,4 seats,555
AUDI,S4 CABRIOLET,Used,7995,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,,315
AUDI,S4 CABRIOLET,Used,7195,2005,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,4 seats,555
AUDI,S4 CABRIOLET,Used,6490,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,,315
AUDI,S4 CABRIOLET,Used,7500,2004,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,331,2 doors,5 seats,315
AUDI,S4 CABRIOLET,Used,5995,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,4 seats,315
AUDI,S4 CABRIOLET,Used,9495,2005,Convertible,Petrol,4.2L,20.5 mpg,5.9,Manual,quattro,331,2 doors,4 seats,555
AUDI,S4 CABRIOLET,Used,6490,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,,315
AUDI,S4 CABRIOLET,Used,8990,2005,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,4 seats,555
AUDI,S4 CABRIOLET,Used,7500,2004,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,331,2 doors,5 seats,315
AUDI,S4 CABRIOLET,Used,8945,2005,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,4 seats,555
AUDI,S4 CABRIOLET,Used,9495,2005,Convertible,Petrol,4.2L,20.5 mpg,5.9,Manual,quattro,331,2 doors,4 seats,555
AUDI,S4 CABRIOLET,Used,4495,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,,315
AUDI,S4 CABRIOLET,Used,5750,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,,315
AUDI,S4 CABRIOLET,Used,4495,2004,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,331,2 doors,5 seats,315
AUDI,S4 CABRIOLET,Used,4995,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,,315
AUDI,S4 CABRIOLET,Used,4490,2004,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,331,2 doors,5 seats,315
AUDI,S4 CABRIOLET,Used,5000,2004,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,331,2 doors,5 seats,315
AUDI,S4 CABRIOLET,Used,4950,2004,Convertible,Petrol,4.2L,22.4 mpg,6.2,Automatic,quattro,302,2 doors,,315
AUDI,S4 CABRIOLET,Used,5000,2004,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,331,2 doors,5 seats,315
AUDI,S4 CABRIOLET,Used,4975,2004,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,331,2 doors,5 seats,315
AUDI,S4 CABRIOLET,Used,6850,2005,Convertible,Petrol,4.2L,20.3 mpg,5.9,Manual,quattro,334,2 doors,4 seats,315
AUDI,RS7,Used,73999,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.7,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,64999,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.7,Automatic,quattro,221,5 doors,4 seats,140
AUDI,RS7,Used,64990,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.7,Automatic,quattro,221,5 doors,4 seats,140
AUDI,RS7,Used,53900,2015,Hatchback,Petrol,4.0L,,,Automatic,,221,5 doors,4 seats,315
AUDI,RS7,Used,47990,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,
AUDI,RS7,Used,49995,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,48000,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,49995,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.7,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,47990,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,
AUDI,RS7,Used,47495,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,
AUDI,RS7,Used,45950,2013,Hatchback,Petrol,4.0L,28.8 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,45950,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,
AUDI,RS7,Used,52995,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.7,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,51495,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.7,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,50000,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,,5 doors,4 seats,
AUDI,RS7,Used,44995,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,540
AUDI,RS7,Used,41290,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,540
AUDI,S3,Nearly New,33795,2016,Hatchback,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,150,5 doors,5 seats,140
AUDI,S3,Nearly New,37500,2019,Hatchback,Petrol,,,,Automatic,,,4 doors,,140
AUDI,S3,Used,28950,2016,Saloon,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,151,4 doors,5 seats,
AUDI,S3,Nearly New,35000,2019,Hatchback,Petrol,,,,Automatic,,158,4 doors,5 seats,140
AUDI,S3,Nearly New,36990,2016,Saloon,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,151,4 doors,5 seats,140
AUDI,S3,New,37771,2016,Saloon,Petrol,2.0L,,4.7,Automatic,quattro,,4 doors,5 seats,
AUDI,S3,Nearly New,37000,2019,Hatchback,Petrol,,,,Automatic,,,4 doors,,140
AUDI,S3,Used,29983,2016,Hatchback,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,149,5 doors,5 seats,155
AUDI,S3,New,39021,2016,Saloon,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,,4 doors,5 seats,
AUDI,S3,New,38901,2016,Saloon,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,,4 doors,5 seats,
AUDI,S3,New,38310,2016,Hatchback,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,,5 doors,5 seats,
AUDI,S3,New,37771,2016,Saloon,Petrol,2.0L,,4.7,Automatic,quattro,,4 doors,5 seats,
AUDI,S3,Nearly New,35900,2016,Hatchback,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,150,5 doors,5 seats,140
AUDI,S3,Nearly New,35450,2016,Hatchback,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,150,5 doors,5 seats,140
AUDI,S3,Nearly New,39500,2019,Saloon,Petrol,,,,Automatic,,,4 doors,,
AUDI,S3,Nearly New,38500,2019,Hatchback,Petrol,,,,Manual,,,4 doors,,140
AUDI,S3,Nearly New,37000,2019,Hatchback,Petrol,,,,Automatic,,158,4 doors,5 seats,140
AUDI,S3,Nearly New,37000,2019,Hatchback,Petrol,,,,Automatic,,158,4 doors,5 seats,140
AUDI,S3,New,37771,2016,Saloon,Petrol,2.0L,,4.7,Automatic,quattro,,4 doors,5 seats,
AUDI,S3,Nearly New,37000,2019,Hatchback,Petrol,,,,Automatic,,,4 doors,,140
AUDI,S3,Nearly New,35000,2019,Hatchback,Petrol,,,,Automatic,,158,4 doors,5 seats,140
AUDI,S3,Nearly New,37000,2019,Hatchback,Petrol,,,,Automatic,,,4 doors,,140
AUDI,S3,Nearly New,35000,2019,Hatchback,Petrol,,,,Automatic,,,4 doors,,140
AUDI,RS7,Used,38500,2013,Hatchback,Petrol,4.0L,28.8 mpg,3.9,Automatic,quattro,229,5 doors,4 seats,540
AUDI,RS7,Used,43992,2015,Hatchback,Petrol,4.0L,,,Automatic,,221,5 doors,4 seats,315
AUDI,RS7,Used,38490,2013,Hatchback,Petrol,4.0L,28.8 mpg,3.9,Automatic,quattro,229,5 doors,4 seats,540
AUDI,RS7,Used,43505,2013,Hatchback,Petrol,4.0L,28.8 mpg,3.9,Automatic,quattro,229,5 doors,4 seats,540
AUDI,RS7,Used,42950,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,315
AUDI,RS7,Used,41889,2013,Hatchback,Petrol,4.0L,28.8 mpg,3.9,Automatic,quattro,229,5 doors,4 seats,
AUDI,S3,New,41805,2016,Hatchback,Petrol,2.0L,40.9 mpg,4.7,Automatic,quattro,,5 doors,5 seats,
AUDI,RS7,Used,41290,2013,Hatchback,Petrol,4.0L,29.7 mpg,3.9,Automatic,quattro,221,5 doors,4 seats,540
AUDI,S3,New,43291,2016,Saloon,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,,4 doors,5 seats,
AUDI,S3,New,43291,2016,Hatchback,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,,5 doors,5 seats,
AUDI,S3,Nearly New,42000,2019,Hatchback,Petrol,,,,Automatic,,158,4 doors,5 seats,140
AUDI,S3,Nearly New,41000,2019,Hatchback,Petrol,2.0L,,,Automatic,,,5 doors,,140
AUDI,S3,Nearly New,41000,2019,Saloon,Petrol,2.0L,,,Automatic,,,4 doors,,140
AUDI,S3,New,41805,2016,Hatchback,Petrol,2.0L,40.9 mpg,4.7,Automatic,quattro,,5 doors,5 seats,
AUDI,S3,Used,29983,2016,Hatchback,Petrol,2.0L,43.5 mpg,4.6,Automatic,quattro,149,5 doors,5 seats,155
